,Phone number,Fax,Email,Website,Address,locality,administrative_area_level_2,administrative_area_level_1,country,relation_number
1175,0035 70 31 26,035 70 31 32,hasnaoua3419@yahoo.fr,,cité houari Boumediene Commune Hsnaoua 3419,Hasnaoua,Medjana,B.B.Arreridj,Algeria,4472187
1176,035 83 27 03/035 83 27 04,035 83 27 08,apckhelil@gmail.com,,Ru Aissaoui Khier Commune Khelil wilaya Bordj Bou Arréridj,Khelil,Bir Kasdali,B.B.Arreridj,Algeria,4463906
1177,035 71 41 70/035 71 40 69,035 71 41 71/035 71 41 68,apctaglait3421@gmail.com,,RUE 1 NOVEMBRE 1954 TAGLAIT BORDJ GHDIR,Taglait,Bordj Ghedir,B.B.Arreridj,Algeria,4484766
1178,035 70 93 54/035 70 93 36,035 70 93 35,apsksour@gmail.com,,Ksour,Ksour,El Hamadia,B.B.Arreridj,Algeria,4475315
1179,035 80 31 11,035 80 31 12,apc3429@yahoo.fr,,Apc ouled sidi brahim daira Mansoura Wilaya Bordj Bou Arreridj 34052,Ouled Sidi-Brahim,Mansourah,B.B.Arreridj,Algeria,4474359
1180,035 88 61 41/035 88 61 44,035 88 61 45,teffreg@hotmail.com,,Commune de teffreg daira de Djaafra wilaya de bordj bou arréridj,Tefreg,Djaafra,B.B.Arreridj,Algeria,4421860
1181,035 75 62 60/035 75 62 61,035 75 62 64,apc_colla@yahoo.fr,,Commune de Colla daira de Djaafra wilaya de bordj bou arréridj 34015,Colla,Djaafra,B.B.Arreridj,Algeria,4424696
1182,035 83 02 03,035 83 02 03 ,apctixter@yahoo.fr,,rue 1 novembre tixter,Tixter,Ain Taghrout,B.B.Arreridj,Algeria,4484437
1183,035 71 91 08 ,035 71 91 06 ,apc.eleuch3427@gmail.com,,El-Euch,El Euch,El Hamadia,B.B.Arreridj,Algeria,4475450
1184,035 81 62 93,035 81 62 92/035 81 62 95,apc34028@gmail.com,,RUE ALI MADHOUI BORDJ ANNASSER BOEDJ GHDIR,El Annasser,Bordj Ghedir,B.B.Arreridj,Algeria,4484791
1185,035 89 91 25/035 89 91 24,035 89 91 24,apc3429@yahoo.fr,,Commune de tassameurt Daira de bordj Zemmourah Bordj Bou Arréridj,Tassamert,Bordj Zemmoura,B.B.Arreridj,Algeria,4424736
1186,035 63 51 98,035 63 51 83 ,apctassera@gmail.com,,rue boudaif abd ellafi ain tassera,Ain Tesra,Ras El Oued,B.B.Arreridj,Algeria,4484871
1187,035 89 15 67,035 89 15 68,apcbirkasdali@gmail.com,,Rue Abdelhamid ben badis,Bir Kasdali,Bir Kasdali,B.B.Arreridj,Algeria,4473944
1188,035 86 64 90,035 86 64 93/035 86 64 92,"communeghailassa@hotmail,com",,RUE 08 MAI 1945 GHILASSA BORDJ GHDIR,Ghilassa,Bordj Ghedir,B.B.Arreridj,Algeria,4484899
1189,035 71 12 64,035 71 12 65/035 71 12 63,apcrabta.rabta@gmail.com,,Rabta,Rabta,El Hamadia,B.B.Arreridj,Algeria,4475556
1190,035 88 91 33/035 88 91 53,035 88 91 33,"apc_harraza3434@hotmail,com",,Fedala commune da haraza,Haraza,Mansourah,B.B.Arreridj,Algeria,4474389
1191,024 79 12 88 / 024 79 12 89 ,024 79 13 21 / 024 79 13 18,commune3501@gmail.com,,Cité Ibn khaldoune commune de Boumerdes,Boumerdes,Boumerdes,Boumerdes,Algeria,4272680
1192,024 74 24 13 / 024 74 24 11/ 024 74 42 13,024 74 24 13 ,apc.boudouaou@gmail.com,,"Rue 1er  Novembre, Boudouaou",Boudouaou,Boudouaou,Boumerdes,Algeria,4272645
1193,024 76 93 49/024 76 93 41/024 76 93 48,024 76 93 48/024 76 93 40,apcafir3503@gmail.com,,Afir centre commune afir 35022,Afir,Dellys,Boumerdes,Algeria,4274887
1194,024 78 50 30/024 78 35 02,024 78 50 29,apcbm3504@yahoo.fr,,RUE ZIANE LOUNES,Bordj Menaiel,Bordj Menaiel,Boumerdes,Algeria,4273869
1195,024 76 03 42 /024 76 03 46,024 76 03 46,apcbaghlia@gmail.com,,Siége Commune Baghlia Daira Baghlia,Baghlia,Baghlia,Boumerdes,Algeria,4274938
1196,024 76 14 87,024 76 14 87,,,Siége Commune Sidi Daoud Daira Baghlia,Sidi Daoud,Baghlia,Boumerdes,Algeria,4274575
1197,024 77 04 45,024 77 04 43,apcnaciria3507@gmail.com,,Rue ali Bennour,Naciria,Naciria,Boumerdes,Algeria,4274475
1198,024 77 93 46,024 77 93 41,apcdjinet@gmail.com,,RUE LOUNES RAISSI,Djinet,Bordj Menaiel,Boumerdes,Algeria,4274526
1199,024 71 31 23,024 71 31 28,,,boulevard colonnel amirouche isser,Isser,Isser,Boumerdes,Algeria,4273316
1200,024 78 43 00/024 41 01,024 78 43 04,apczemmouri3510@yahoo.fr,,RUE BELHIDOUCHE HAMMOUD ZEMMOURI CENTRE,Zemmouri,Bordj Menaiel,Boumerdes,Algeria,1457972
1201,024 71 02 81,024 71 02 75,,,boulevard chahid ben amrouche su mustapha,Si Mustapha,Isser,Boumerdes,Algeria,4272821
1202,024  95 00 22/024 95 00 27,024 95 00 49,apctidjelabine@yahoo .com,,RUE DIDOUCHE MOURAD  TIDJELABINE,Tidjelabine,Boumerdes,Boumerdes,Algeria,4272917
1203,024 78 92 76,024 78 92 77,,,boulevard 1er novembre chabet el ameur,Chabet El Ameur,Isser,Boumerdes,Algeria,4273200
1204,024 96 31 76/024 96 31 77,024 96 31 74 / 024 96 31 73,apc-thenia@outlook.com,,RUE BAKOUR BOUALEM THENIA,Thenia,Thenia,Boumerdes,Algeria,4272977
1205,024 71 21 44/024 71 21 45/ 024 71 21 46/024 71 21 43,024 71 21 46,apc.timezrit@yahoo.com/apctimezrit3515@gmail.com,,timezrit centre,Timezrit,Isser,Boumerdes,Algeria,4273246
1206,024 95 14 48 / 024 95 14 45, 024 95 14 45,apc.corso@gmail.com,,Commune de corso centre ville,Corso,Boumerdes,Boumerdes,Algeria,4272665
1207,024 93 75 44,024 93 77 51/024 93 77 54,,,Rue Moussaoui Dahmene ouled moussa,Ouled Moussa,Khemis El Khechna,Boumerdes,Algeria,3596000
1208,024 93 52 82,024 93 52 84,apc18larbata@yahoo.com,,Rue Kherbachi Abdelkader,Larbatache,Khemis El Khechna,Boumerdes,Algeria,4272511
1209,024 70 33 66 / 024 70 33 60,024 70 33 66   /  024 70 33 60,bouzegzakeddara.courrier@gmail com,,rue ali tamchichet keddara centre,Bouzegza Keddara,Boudouaou,Boumerdes,Algeria,4272865
1210,024 76 75 40 /024 76 75 49,024 76 75 49,apctaourga@yahoo.fr,,Siége Commune Taourga Daira Baghlia,Taourga,Baghlia,Boumerdes,Algeria,4274939
1211,024 78 11 96,024 78 11 97,,,ouled aissa centre,Ouled Aissa,Naciria,Boumerdes,Algeria,4274599
1212,024 76 81 42/024 76 81 43/024 76 82 24,024 76 81 42/024 76 81 40,benchoud2015@gmail.com,,village agricole Benchoude,Ben Choud,Dellys,Boumerdes,Algeria,4274705
1213,024 76 35 58/024 76 35 78/024 76 35 52,024 76 35 59,apcdellys@hotmail.fr,www.communedellys.dz,Rue Lamraoui dellys,Dellys,Dellys,Boumerdes,Algeria,4274775
1214,024 96 52 91/024 96 52 92,024 96 52 93/ 024 96 52 90,apc.ammal3524@gmail.com,,Rue MAALEM SMAIL Ammal centre,Ammal,Thenia,Boumerdes,Algeria,4273110
1215,024 96 26 02,024 96 25 98 / 024 96 26 03,apc3525beniamrane@gmail.com,,Rue chahid hidous lounes N 01 beni amrane,Beni Amrane,Thenia,Boumerdes,Algeria,4273152
1216,024 96 15 07/024 96 15 08,024 96 15 09 ,apcsoukelhad3526@gmail.com,,Rue TIMIZAR Lounes Souk el Had,Souk El Had,Thenia,Boumerdes,Algeria,4273075
1217,024 70 61 37 / 024 70 61 39,024 70 61 39 / 024 70 61 40,commune.beb@gmail.com,,Boudouaou El Bahri Centre,Boudouaou El Bahri,Boudouaou,Boumerdes,Algeria,3018662
1218,024 70 84 91/024 70 84 78,024 70 84 91,,,ouled heddadj centre,Ouled Hedadj,Boudouaou,Boumerdes,Algeria,4272376
1219,024 78 41 20/024 78 41 23,024 78 41 19,,,RUE BENADJAL AHMED LEGATA CENTRE,Leghata,Bordj Menaiel,Boumerdes,Algeria,4273218
1220,024 93 10 14/024 93 10 15/024 93 10 19/024 93 10 16,024 93 10 16/024 93 10 19/024 93 10 14,apchammedi@yahoo.fr,,Rue kerbab abdelkader hammedi centre,Hammedi,Khemis El Khechna,Boumerdes,Algeria,1299269
1221,024 97 06 51,024 97 06 86,,,RUE MAGRAMENE LOUANES,Khemis El Khechna,Khemis El Khechna,Boumerdes,Algeria,1299268
1222,024 98 94 27/024 98 94 26 /,024 98 94 27 /024 98 94 26,,,"cité kalache brahim, el kharrouba",Kherrouba,Boudouaou,Boumerdes,Algeria,4272566
1223,038 60 14 20,038 60 13 02,,,RUE KEDDACHE MESSAOUD CNE EL TARF ECNTRE,El Tarf,El Tarf,El Tarf,Algeria,1614578
1224,038 32 75 06,038 32 75 25 / 038 32 75 16,apc.bouhadjar@gmail.com,,RUE ABDERAHMENE BENSALEM BOUHADJAR,Bouhadjar,Bouhadjar,El Tarf,Algeria,1614505
1225,038 34 72 37,038 34 72 37,,,RN 44 COMMUNE BEN M'HIDI CENTRE,Ben M’Hidi,Ben M'Hidi,El Tarf,Algeria,1604920
1226,038 31 21 20 / 038 31 21 39,038 31 2120 / 038 31 21 39,,,COMMUNE BOUGOUS CENTRE,Bougous,El Tarf,El Tarf,Algeria,1614539
1227,038 36 34 19 / 038 36 34 17,038 3634 17 / 038 36 09 69,,,COUR DE LA REVOLUTION EL KALA,El Kala,El Kala,El Tarf,Algeria,1604275
1228,038 31 70 83,038 31 70 83 / 038 31 72 16,,,COMMUNE AIN EL ASSEL CENTRE,Ain El Assel,El Tarf,El Tarf,Algeria,1614560
1229,038 35 41 61,038 35 41 61 / 038 35 41 93,,,RUE 1ER NOVEMBRE 1954 CNE EL AIOUN,El Aioun,El Kala,El Tarf,Algeria,1614575
1230,038 33 92 09,038 33 92 09,,,COMMUNE DE BOUTELDJA CENTRE,Bouteldja,Bouteldja,El Tarf,Algeria,1614602
1231,038 36 91 28 / 038 36 90 40,038 36 90 40 / 038 36 99 62,,,COMMUNE DE SOUAREKH CENTRE,Souarekh,El Kala,El Tarf,Algeria,1604271
1232,038 34 31 89,038 34 31 89,,,COMMUNE DE BERRIHANE CENTRE,Berrihane,Ben M'Hidi,El Tarf,Algeria,1604277
1233,038 33 71 77 / 038 33 72 67,038 33 72 67 / 038 33 72 67,,,RUE KHRISSI BOUBAKEUR CNE LAC DES OISEAUX,Lac Des Oiseaux,Bouteldja,El Tarf,Algeria,1615225
1234,038 33 51 64,038 33 51 24 / 038 33 51 32,,,COMMUNE DE CHEFFIA CENTRE,Chefia,Bouteldja,El Tarf,Algeria,1615226
1235,038 38 86 14,038 38 86 14 / 038 38 93 01,,,RUE MOHAMED BOURAS COMMUNE DE DREAN,Drean,Drean,El Tarf,Algeria,1614472
1236,038 38 31 01,038 38 31 35,,,RUE KHAROUBI KHEMISSI CNE DE CHIHANI,Chihani,Drean,El Tarf,Algeria,1614361
1237,038 38 15 26,038 38 14 79 / 038 38 14 95,,,COMMUNE DE CHBAITA MOKHTAR CENTRE,Chebaita Mokhtar,Drean,El Tarf,Algeria,1614473
1238,038 39 43 63,038 39 43 65,,,COMMUNE DE BESBES CENTRE,Besbes,Besbes,El Tarf,Algeria,1605151
1239,038 39 11 60 / 038 39 15 13,038 39 15 13 / 038 39 15 36,,,COMMUNE DE ASFOUR CENTRE,Asfour,Besbes,El Tarf,Algeria,1614324
1240,038 34 01 21 038 34 01 31,038 34 01 31,,,COMMUNE ECHATT CENTRE,Echatt,Ben M'Hidi,El Tarf,Algeria,1604928
1241,038 39 32 05,038 39 33 47,,,COMMUNE DE ZERIZER CENTRE,Zerizer,Besbes,El Tarf,Algeria,1614312
1242,038 31 91 82,038 31 91 82 / 038 31 95 55,,,RN 82 COMMUNE ZITOUNA CENTRE,Zitouna,El Tarf,El Tarf,Algeria,1614533
1243,038 32 93 01 / 038 32 92 02,038 32 92 02 / 038 32 95 33,,,RUE BENSEGHIR MOHAMED CNE AIN KERMA,Ain Kerma,Bouhadjar,El Tarf,Algeria,1614523
1244,038 32 31 32 / 038 32 32 15,038 32 31 45 / 038 32 32 15,,,COMMUNE OUED ZITOUNE CENTRE,Oued Zitoun,Bouhadjar,El Tarf,Algeria,1614484
1245,038 32 21 05 / 038 32 22 90,038 32 21 27,apchammambenisalah@hotmail.com,,COMMUNE HAMMAM BENI SALAH CENTRE,Hammam Beni Salah,Bouhadjar,El Tarf,Algeria,1614443
1246,038 35 52 05,038 35 52 04,,,COMMUNE DE RAML SOUK CENTRE,Raml Souk,El Kala,El Tarf,Algeria,1614561
1247,049 37 19 60 /61,049 37 10 88,,,Hai rmadin tindouf,Tindouf,Tindouf,Tindouf,Algeria,4101596
1248,049 39 02 03,049 39 02 03,,,Hai el moudjahid hiadass bechri oum el assal,Oum El Assel,Tindouf,Tindouf,Algeria,4101595
1249,046 57 63 24/ 25,046 57 63 29,,,Rue Premier Novembre Tissemsilt,Tissemsilt,Tissemsilt,Tissemsilt,Algeria,6534595
1250,046 50 33 60,046 55 33 58,,,Rue Sbaa Mohamed Bordj Bounaama,Bordj Bounaama,Bordj Bounaama,Tissemsilt,Algeria,6534578
1251,045 58 25 32,046 58 25 32,,,Rue de L'indépendance Theniet El Had,Theniet El Had,Theniet El Had,Tissemsilt,Algeria,6534594
1252,046 55 51 95,046 55 52 04,,,Rue Djillali Bounaama Lazharia,Lazharia,Lazharia,Tissemsilt,Algeria,6534585
1253,046 50 01 03,046 55 01 04,,,Rue Younssi Omar Beni Chaib,Beni Chaib,Bordj Bounaama,Tissemsilt,Algeria,6534576
1254,046 53 45 58,046 55 45 59,apc.lardjem@gmail.com,http://apclardjem38.blogspot.com,Rue El Emir Abdelkader,Lardjem,Lardjem,Tissemsilt,Algeria,6534584
1255,046 53 21 08,046 53 21 02,,,Rue Premier Novembre Melaab,Melaab,Lardjem,Tissemsilt,Algeria,6534587
1256,046 53 91 03,046 53 91 04,,,Rue Principal  Aouadj M'hamed Sidid Lantri,Sidi Lantri,Lardjem,Tissemsilt,Algeria,6534591
1257,046 58 93 65,046 58 94 65,apc3809taza@gmail.com,http://apc-bemiraek-taza.com/3809,Rua Echahid Chenoufi mohamed Bordj El Emir AEK,Bordj El Emir Abdelkader,Bordj Emir Abdelkader,Tissemsilt,Algeria,6534579
1258,046 53 32 64,046 56 10 72,,,Rue 05 Juillet Layoune,Layoune,Khemisti,Tissemsilt,Algeria,6534582
1259,046 56 12 71,046 53 31 60,,,Rue Bouduissa Omar Khemisti,Khemisti,Khemisti,Tissemsilt,Algeria,6534581
1260,046 55 21 16,046 55 21 17,,,Rue Premier Novembre Ouled Bessam,Ouled Bessam,Tissemsilt,Tissemsilt,Algeria,6534588
1261,046 55 02 69,046 55 02 68,,,Rue Meakab Rabah Ammari,Ammari,Ammari,Tissemsilt,Algeria,6534575
1262,046 58 61 01,046 58 61 13,,www.apc-youssoufia.com,Rue Lefifan Beradjaa Youssoufia,Youssoufia,Bordj Emir Abdelkader,Tissemsilt,Algeria,6534596
1263,046 58 01 47/13,046 58 01 44,,,Hay Sedar Yaakoub Chidak Sidi Boutouchent,Sidi Boutouchent,Theniet El Had,Tissemsilt,Algeria,6534590
1264,046 55 59 02,046 55 59 34,,,Rue 19 Mars Larbaa,Larbaa,Lazharia,Tissemsilt,Algeria,6534583
1265,046 56 88 01,046 56 88 19,,www.apc-maacem.com,Rue Echahid Boubekeur Zarrouk Maacem,Maacem,Ammari,Tissemsilt,Algeria,6534586
1266,046 55 60 51,046 55 60 02,,,Hay Elouanchariss Sidi Abed,Sidi Abed,Ammari,Tissemsilt,Algeria,6534589
1267,046 53 81 17,046 53 81 18,,,Hay Echahid Ghalem Selimane Tamelahet,Tamelaht,Lardjem,Tissemsilt,Algeria,6534593
1268,046 50 81 02,046 50 81 03/04,sidislimanetissemsilt@yahoo.com,www.apc-sidislimane/3020,Rue Mohamed boudiaf Sidi Slimane,Sidi Slimane,Bordj Bounaama,Tissemsilt,Algeria,6534592
1269,046 55 61 03,046 55 63 10,"apc_boucaid@hotmail,fr",www.apc-boucaid.com,23 Bis Cité Kassel Abdelkaser Boucaid,Boucaid,Lazharia,Tissemsilt,Algeria,6534580
1270,046 50 80 02,046 50 80 45/03,apcbenilahcene3822@yahoo.com,www.apc-benilahcene.com,Hay Echahid Fdoul Elghoul Beni Lahcene,Beni Lahcene,Bordj Bounaama,Tissemsilt,Algeria,6534577
1271,032.24.81.75,032.24.93.61,,,ELOUED,El-Oued,El Oued,El-Oued,Algeria,4318197
1272,032.10.51.81,032.10.51.80,,,ROBBAH,Robbah,Robbah,El-Oued,Algeria,5139596
1273,032.14.31.96,032.14.31.97,,,OUED ALENDA,Oued El Alenda,Mih Ouensa,El-Oued,Algeria,5139561
1274,032.22.51.76,032.22.51.79,,,BAYADHA,Bayadha,Bayadha,El-Oued,Algeria,4497229
1275,032.11.33.52,032.11.33.54,,,NAKHLA,Nakhla,Robbah,El-Oued,Algeria,5139651
1276,032.23.32.28,032.23.32.34,,,GUEMAR,Guemar,Guemar,El-Oued,Algeria,5139191
1277,032.21.21.00,032.21.21.01,,,KOUININE,Kouinine,El Oued,El-Oued,Algeria,4424393
1278,032.12.71.28,032.12.71.32,meddali3908@gmail.com,,REGUIBA,Reguiba,Reguiba,El-Oued,Algeria,5139082
1279,032.18.31.31,032.18.31.34,,,HAMRAIA,Hamraia,Reguiba,El-Oued,Algeria,5144163
1280,032.13.82.02,032.13.82.01,,,TAGHZOUT,Taghzout,Guemar,El-Oued,Algeria,4489521
1281,032.26.68.90,032.26.87.89,,,DEBILA,Debila,Debila,El-Oued,Algeria,5139056
1282,032.10.82.33,032.10.82.37,,,HASSANI ABDELKARIM,Hassani Abdelkrim,Debila,El-Oued,Algeria,5139039
1283,032.20.03.37,032.20.03.30,,,HASSI KHLIFA,Hassi Khalifa,Hassi Khalifa,El-Oued,Algeria,5139378
1284,032.10.71.70,032.10.71.73,,,TALEB LARBI,Taleb Larbi,Taleb Larbi,El-Oued,Algeria,5139474
1285,032.12.91.59,032.12.91.60,,,DOUAR ELMAA,Douar El Ma,Taleb Larbi,El-Oued,Algeria,5139619
1286,032.26.04.62,032.26.04.28,,,SIDI AOUNE,Sidi Aoun,Magrane,El-Oued,Algeria,5139341
1287,032.13.52.19,032.13.52.18,,,TRIFAOUI,Trifaoui,Hassi Khalifa,El-Oued,Algeria,5139300
1288,032.27.42.04,032.27.42.07,,,MAGRANE,Magrane,Magrane,El-Oued,Algeria,5139359
1289,032.22.81.10,032.22.81.20,,,BEN GUECHA,Ben Guecha,Taleb Larbi,El-Oued,Algeria,5139455
1290,032.13.11.25,032.13.11.27,,,OUERMAS,Ourmes,Guemar,El-Oued,Algeria,4489484
1291,032.18.21.43,032.18.21.42,,,STILL,Still,El Meghaier,El-Oued,Algeria,5144111
1292,032.15.02.55,032.15.02.53,,,MARRARA,M'Rara,Djamaa,El-Oued,Algeria,4521831
1293,032.18.41.41,032.18.41.46,,,SIDI KHLIIL,Sidi Khelil,El Meghaier,El-Oued,Algeria,5143617
1294,032.15.31.54,032.15.31.46,,,TINDELA,Tendla,Djamaa,El-Oued,Algeria,5143651
1295,032.12.11.40,032.12.11.42,,,OGLA,El Ogla,Robbah,El-Oued,Algeria,5139646
1296,032.11.11.07,032.11.11.09,,,MIHOUENSA,Mih Ouansa,Mih Ouensa,El-Oued,Algeria,5139492
1297,032.18.64.44,032.18.64.38,,,ELMEGHAIER,El-M'Ghaier,El Meghaier,El-Oued,Algeria,5143582
1298,032.15.62.34,032.15.62.37,,,DJAMAA,Djamaa,Djamaa,El-Oued,Algeria,4521856
1299,032.18.03.03,032.18.03.02,,,OUM TOYOUR,Oum Touyour,El Meghaier,El-Oued,Algeria,5143571
1300,032.16.13.83,032.16.13.84,,,SIDI AMRANE,Sidi Amrane,Djamaa,El-Oued,Algeria,4521670
1301,032 72 98 94 / 032 72 98 97,032 72 98 94 / 032 72 98 97,apckhenchela1@gmail.com,www.wilaya-khenchela.dz,CITE ADMINISTRATIVE ROUTE DE BABAR,Khenchela,Khenchela,Khenchela,Algeria,6561885
1302,032 74 22 13,032 74 22 13,apcmtoussa4002@gmail.com,www.wilaya-khenchela.dz,COMMUNE DE M'TOUSSA 40120,M'Toussa,Ain Touila,Khenchela,Algeria,6561887
1303,032 77 23 23,032 77 23 00,apc.kais4003@yahoo.fr ,www.wilaya-khenchela.dz,RUE ABBAS LAGHROUR- KAIS,Kais,Kais,Khenchela,Algeria,6561884
1304,032 73 33 41,032 73 33 41,apc.baghai@gmail.com ,www.wilaya-khenchela.dz,BAGHAI CENTER,Baghai,El Hamma,Khenchela,Algeria,6561875
1305,032 71 51 66,032 71 51 69,elhamma.apc2015@hotmail.com  ,www.wilaya-khenchela.dz,EL HAMMA CENTER,El Hamma,El Hamma,Khenchela,Algeria,6561880
1306,032 78 01 91,032 78 04 48,apc_aintouila@yahoo.fr ,www.wilaya-khenchela.dz,07 RUE LALAOUNA BOUDJEMAA AIN TOUILA,Ain Touila,Ain Touila,Khenchela,Algeria,6561873
1307,032 74 11 37,03 74 12 27,apc.taouzient@yahoo.fr ,www.wilaya-khenchela.dz,CITE FRERES BOUMAHRAB -TAOUZIANAT,Taouzient,Kais,Khenchela,Algeria,6561891
1308,032 33 53 02,032 33 35 01,cmbouhmama4008@gmail.com,www.wilaya-khenchela.dz,RUE GUERMOUA AHMED,Bouhmama,Bouhmama,Khenchela,Algeria,6561876
1309,032 74 91 44,032 74 91 44,apcwalja@yahoo.fr ,www.wilaya-khenchela.dz,EL OUELDJA,El Oueldja,Chechar,Khenchela,Algeria,6561882
1310,032 76 61 64,032 76 61 65,apc.remila@yahoo.fr  ,www.wilaya-khenchela.dz,HENCHIR M'LIEH - REMILA,Remila,Kais,Khenchela,Algeria,6561889
1311,032 75 35 37,032 75 35 37,4011apcchechar@gmail.com ,www.wilaya-khenchela.dz,CHECHAR,Chechar,Chechar,Khenchela,Algeria,6561877
1312,032 75 71 22 / 032 75 71 22,032 75 71 22,apcdjellal@hotmail.com,www.wilaya-khenchela.dz,LIBERATION RUE ARMEE,Djellal,Chechar,Khenchela,Algeria,6561879
1313,032 75 21 00,032 75 21 01 / 032 75 21 02 / 032 75 21 00,babarcom40@gmail.com,www.wilaya-khenchela.dz,RN80 RUE DE CHAHID DAHRAOUI REBIAI,Babar,Babar,Khenchela,Algeria,6561874
1314,032 71 42 15,032 71 42 16,apc-tamza@yahoo.com ,www.wilaya-khenchela.dz,TAMZA CENTER,Tamza,El Hamma,Khenchela,Algeria,6561890
1315,032 74 53 00,032 74 53 02,,www.wilaya-khenchela.dz,ENSIGHA CENTER,Ensigha,El Hamma,Khenchela,Algeria,6561883
1316,032 78 51 40,032 78 51 44 / 032 78 51 39,apczoui@gmail.com ,www.wilaya-khenchela.dz,COMMUNE OULED RECHACHE WILAYA DE KHENCHELA,Ouled Rechache,Ouled Rechache,Khenchela,Algeria,6561888
1317,032 70 06 64,032 70 06 65 / 032 70 06 69,apc4017@yahoo.fr ,www.wilaya-khenchela.dz,ROUTE NATIONALE N°32 COMMUNE EL MAHMAL WILAYA DE KHENCHELA,El Mahmal,Ouled Rechache,Khenchela,Algeria,6561881
1318,032 76 02 02,032 76 02 02,apc_msara@hotmail.com,www.wilaya-khenchela.dz,CITE SOUFI ABDELHAFID,M'Sara,Bouhmama,Khenchela,Algeria,5846914
1319,032 74 31 18 / 032 74 31 30,032 74 32 00,apcyabous@hotmail.com,www.wilaya-khenchela.dz,YABOUS 40023,Yabous,Bouhmama,Khenchela,Algeria,6561892
1320,032 74 90 45,032 74 90 44,kheirane4020@outlook.fr,www.wilaya-khenchela.dz,KHIRANE,Khirane,Chechar,Khenchela,Algeria,6561886
1321,032 76 71 06,032 76 71 01 / 032 76 71 05,apcchelia@gamil.com,www.wilaya-khenchela.dz,RUE BAAI BELKACEM,Chelia,Bouhmama,Khenchela,Algeria,6561878
1322,037 72 43 66,037 72 43 66,communedesoukahras@gmail.com,,Rue boutelidja laabed SOUK AHRAS,Souk Ahras,Souk Ahras,Souk Ahras,Algeria,6663208
1323,037 77 67 34,037 77 67 35,apcsedrata4102@gmail.com,,Rue de la paix SEDRATA,Sedrata,Sedrata,Souk Ahras,Algeria,6823392
1324,037 85 76 86,037 85 76 86,hennanchacommune@gmail.com,,Rue bordji mohammed HANENCHA,Hanancha,Mechroha,Souk Ahras,Algeria,6663193
1325,037 85 55 82,037 85 55 82,commune.de.mechroha.4104@gmail.com,,Rue 1 er novembre 1954 MACHROHA,Mechroha,Mechroha,Souk Ahras,Algeria,6663197
1326,037 89 31 19,037 89 31 14,apc.ouled.driss@gmail.com,,Siége commune OULED DRISS,Ouled Driss,Ouled Driss,Souk Ahras,Algeria,6663201
1327,037 83 91 05/037 83 91 06    037 98 91 05/037 83 91 06,037 83 91 05/037 83 91 06,apctiffech4106@yahoo.com,,Siége commune TIFFECH,Tiffech,M'Daourouche,Souk Ahras,Algeria,6663211
1328,037 78 80 37,037 78 80 16,apczaarouria@gmail.com,,Rue debassi ibrahim ZAAROURIA,Zaarouria,Taoura,Souk Ahras,Algeria,6663212
1329,037 78 15 26,037 78 15 28,commune.taoura4108@gmail.com,,Rue ibn badis TAOURA,Taoura,Taoura,Souk Ahras,Algeria,6663209
1330,037 85 21 05,037 85 21 04,commune.drea4109@gmail.com,,Nouvelle ville DREA,Drea,Taoura,Souk Ahras,Algeria,6663191
1331,037 80 90 06 /037 80 90 07,037 80 90 06,apc.haddada@yahoo.com,,Siége commune HADDADA,Haddada,Haddada,Souk Ahras,Algeria,6663192
1332,037 89 61 51 ,037 89 61 68,khedaracommune@yahoo.com,,Siége commune KHEDARA,Khedara,Haddada,Souk Ahras,Algeria,6663194
1333,037 80 42 11/037 80 42 12,037 80 42 13/037 80 42 14,apcmerahna4110@gmail.com,,Rue rahoem houcine MERAHNA,Merahna,Merahna,Souk Ahras,Algeria,6663198
1334,097 89 11 05,037 89 11 06,apc_ouled_moumen@yahoo.com,,Siége commune OULED MOUMEN,Ouled Moumen,Haddada,Souk Ahras,Algeria,6663202
1335,037 86 10 03,037 86 11 02,apc_bbh4114@yahoo.fr,,10 rue 05 juillet 62 BIR BOUHOUCHE,Bir Bouhouche,Bir Bouhouche,Souk Ahras,Algeria,6663190
1336,037 83 54 01/037 83 54 02,037 83 53 82,apc.mdaourouch@gmail.com,,Rue 1 er novembre 1954 M'DAOUROUCHE,M'Daourouche,M'Daourouche,Souk Ahras,Algeria,6663196
1337,037 83 32 30,037 83 32 30,apcoumeladhaim@gmail.com,,Nouvelle ville OUM EL ADHAIM,Oum El Adhaim,Oum El Adhaim,Souk Ahras,Algeria,6663203
1338,037 89 41 20,037 89 41 20/037 89 41 22,ainzana.4117.apc@gmail.com,,Rue ben alouch mohamed AIN ZANA,Ain Zana,Ouled Driss,Souk Ahras,Algeria,6663189
1339,037 87 41 04,037 87 41 04,commune.ainsoltane2017@gmail.com,,Rue amouri saleh AIN SOLTANE,Ain Soltane,Sedrata,Souk Ahras,Algeria,6663188
1340,037 80 71 10,037 80 71 09/037 80 71 11,apcouillen4119@gmail.com,,Siege commune OUILLEN,Ouillen,Merahna,Souk Ahras,Algeria,6663200
1341,037 89 91 03,037 89 91 04/037 89 91 05,apcsidifredj41030@gmail.com,,Siege  commune de SIDI FREDJ,Sidi Fredj,Merahna,Souk Ahras,Algeria,6663207
